region_code;jahr;abschluss_key;geschlecht;anzahl
03241;2023;allgemeine_hochschulreife;insgesamt;4323
03241;2023;allgemeine_hochschulreife;weiblich;2353
03241;2023;allgemeine_hochschulreife;maennlich;1970
03251;2023;ohne_hauptschulabschluss;insgesamt;138
03251;2023;ohne_hauptschulabschluss;weiblich;57
03251;2023;ohne_hauptschulabschluss;maennlich;81
03251;2023;mit_hauptschulabschluss;insgesamt;286
03251;2023;mit_hauptschulabschluss;weiblich;100
03251;2023;mit_hauptschulabschluss;maennlich;186
03251;2023;mittlerer_abschluss;insgesamt;1122
03251;2023;mittlerer_abschluss;weiblich;519
03251;2023;mittlerer_abschluss;maennlich;603
03251;2023;fachhochschulreife;insgesamt;
03251;2023;fachhochschulreife;weiblich;
03251;2023;fachhochschulreife;maennlich;
03251;2023;allgemeine_hochschulreife;insgesamt;555
03251;2023;allgemeine_hochschulreife;weiblich;321
03251;2023;allgemeine_hochschulreife;maennlich;234
03252;2023;ohne_hauptschulabschluss;insgesamt;132
03252;2023;ohne_hauptschulabschluss;weiblich;52
03252;2023;ohne_hauptschulabschluss;maennlich;80
03252;2023;mit_hauptschulabschluss;insgesamt;190
03252;2023;mit_hauptschulabschluss;weiblich;76
03252;2023;mit_hauptschulabschluss;maennlich;114
03252;2023;mittlerer_abschluss;insgesamt;641
03252;2023;mittlerer_abschluss;weiblich;298
03252;2023;mittlerer_abschluss;maennlich;343
03252;2023;fachhochschulreife;insgesamt;
03252;2023;fachhochschulreife;weiblich;
03252;2023;fachhochschulreife;maennlich;
03252;2023;allgemeine_hochschulreife;insgesamt;441
03252;2023;allgemeine_hochschulreife;weiblich;249
03252;2023;allgemeine_hochschulreife;maennlich;192
03254;2023;ohne_hauptschulabschluss;insgesamt;198
03254;2023;ohne_hauptschulabschluss;weiblich;66
03254;2023;ohne_hauptschulabschluss;maennlich;132
03254;2023;mit_hauptschulabschluss;insgesamt;303
03254;2023;mit_hauptschulabschluss;weiblich;138
03254;2023;mit_hauptschulabschluss;maennlich;165
03254;2023;mittlerer_abschluss;insgesamt;1418
03254;2023;mittlerer_abschluss;weiblich;676
03254;2023;mittlerer_abschluss;maennlich;742
03254;2023;fachhochschulreife;insgesamt;
03254;2023;fachhochschulreife;weiblich;
